Unnamed: 0,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_109,2024-07-01 14:23:29,3,distance,cathedral,numerosity_judgement,1,20,3,countries_forward,"['_Peru_', '_Yemen_', '_Oman_']","['m', 'm', 'm']","['p307', 'p256', 'p229']","[3, 1, 10]","[89.14911522239515, 86.2038576498559, 93.00003341222717]",2.0,False,6.666666666666667,4.725815626252608,2.1796140670776367,0.6106230847803882
0,,sub_109,2024-07-01 14:23:33,3,distance,cathedral,numerosity_judgement,1,21,5,countries_forward,"['_Tonga_', '_Yemen_', '_Peru_', '_Mali_', '_Oman_']","['m', 'f', 'f', 'f', 'm']","['p229', 'p268', 'p248', 'p284', 'p307']","[10, 8, 6, 2, 4]","[93.00003341222717, 92.0152836843556, 91.58892582949886, 87.57049330475357, 89.31368318402099]",3.0,False,8.0,3.1622776601683795,1.7966010570526123,0.6974804221995233
0,,sub_109,2024-07-01 14:23:37,3,distance,cathedral,numerosity_judgement,1,22,6,countries_forward,"['_Mali_', '_Togo_', '_Tonga_', '_Belgium_', '_Oman_', '_Cuba_']","['m', 'f', 'f', 'm', 'm', 'f']","['p256', 'p284', 'p248', 'p229', 'p318', 'p268']","[3, 1, 6, 7, 0, 8]","[89.14911522239515, 86.2038576498559, 91.58892582949886, 91.73820004985969, 84.40078082039426, 92.0152836843556]",3.0,False,6.166666666666667,3.3115957885386114,2.297802448272705,0.8013505844966519
0,,sub_109,2024-07-01 14:23:41,3,distance,cathedral,numerosity_judgement,1,23,2,countries_forward,"['_Congo_', '_Yemen_']","['m', 'm']","['p307', 'p318']","[6, 0]","[91.58892582949886, 84.40078082039426]",2.0,True,5.0,4.242640687119285,1.9998626708984375,0.7728521166723414
0,,sub_109,2024-07-01 14:23:46,3,distance,cathedral,numerosity_judgement,1,24,4,countries_forward,"['_Belgium_', '_Japan_', '_Britain_', '_Peru_']","['f', 'f', 'f', 'm']","['p245', 'p284', 'p248', 'p256']","[8, 4, 1, 5]","[92.0152836843556, 89.31368318402099, 86.2038576498559, 90.34149293193902]",3.0,False,6.5,2.886751345948129,3.0623157024383545,0.911565089093179
0,,sub_109,2024-07-01 14:23:48,3,distance,cathedral,numerosity_judgement,1,25,2,countries_forward,"['_Cuba_', '_Congo_']","['f', 'm']","['p284', 'p256']","[7, 0]","[91.73820004985969, 84.40078082039426]",2.0,True,5.5,4.949747468305833,1.4401464462280271,0.8301781863579616
0,,sub_109,2024-07-01 14:23:53,3,distance,cathedral,numerosity_judgement,1,26,3,countries_forward,"['_Togo_', '_Peru_', '_Oman_']","['f', 'f', 'm']","['p245', 'p268', 'p229']","[3, 6, 8]","[89.14911522239515, 91.58892582949886, 92.0152836843556]",2.0,False,7.666666666666667,2.516611478423583,3.3589401245117188,0.706514584042674
0,,sub_109,2024-07-01 14:23:59,3,distance,cathedral,numerosity_judgement,1,27,6,countries_forward,"['_Oman_', '_Cuba_', '_Mali_', '_Britain_', '_Togo_', '_Tonga_']","['m', 'm', 'm', 'f', 'm', 'f']","['p229', 'p318', 'p256', 'p248', 'p307', 'p245']","[10, 3, 4, 9, 8, 5]","[93.00003341222717, 89.14911522239515, 89.31368318402099, 92.00610777531934, 92.0152836843556, 90.34149293193902]",4.0,False,8.5,2.8809720581775866,3.985114336013794,0.7045851776188855
0,,sub_109,2024-07-01 14:24:04,3,distance,cathedral,numerosity_judgement,1,28,5,countries_forward,"['_Belgium_', '_Togo_', '_Mali_', '_Cuba_', '_Oman_']","['m', 'f', 'f', 'm', 'f']","['p307', 'p248', 'p245', 'p229', 'p284']","[10, 5, 7, 0, 9]","[93.00003341222717, 90.34149293193902, 91.73820004985969, 84.40078082039426, 92.00610777531934]",5.0,True,8.2,3.96232255123179,2.734241247177124,0.7544660083985927
0,,sub_109,2024-07-01 14:24:08,3,distance,cathedral,numerosity_judgement,1,29,4,countries_forward,"['_Peru_', '_Britain_', '_Oman_', '_Mali_']","['f', 'm', 'm', 'f']","['p284', 'p229', 'p256', 'p245']","[3, 2, 7, 10]","[89.14911522239515, 87.57049330475357, 91.73820004985969, 93.00003341222717]",4.0,True,7.5,3.696845502136472,2.3616302013397217,0.7668369084099421
0,,sub_109,2024-07-01 14:24:11,3,distance,cathedral,numerosity_judgement,1,30,2,countries_forward,"['_Tonga_', '_Peru_']","['m', 'f']","['p229', 'p268']","[10, 3]","[93.00003341222717, 89.14911522239515]",2.0,True,8.5,4.949747468305833,1.8737635612487793,0.7809215753035977
0,,sub_109,2024-07-01 14:24:16,3,distance,cathedral,numerosity_judgement,1,31,5,countries_forward,"['_Britain_', '_Peru_', '_Togo_', '_Mali_', '_Sudan_']","['m', 'f', 'f', 'm', 'm']","['p256', 'p248', 'p268', 'p307', 'p229']","[3, 4, 10, 2, 0]","[89.14911522239515, 89.31368318402099, 93.00003341222717, 87.57049330475357, 84.40078082039426]",3.0,False,5.8,3.7682887362833544,2.4998269081115723,0.9330609465440928
0,,sub_109,2024-07-01 14:24:20,3,distance,cathedral,numerosity_judgement,1,32,3,countries_forward,"['_Congo_', '_Togo_', '_Yemen_']","['f', 'f', 'f']","['p268', 'p248', 'p245']","[5, 9, 4]","[90.34149293193902, 92.00610777531934, 89.31368318402099]",3.0,True,8.0,2.6457513110645907,3.062288522720337,0.8636477130859154
0,,sub_109,2024-07-01 14:24:24,3,distance,cathedral,numerosity_judgement,1,33,4,countries_forward,"['_Yemen_', '_Tonga_', '_Belgium_', '_Mali_']","['m', 'f', 'm', 'f']","['p229', 'p248', 'p256', 'p284']","[3, 10, 9, 1]","[89.14911522239515, 93.00003341222717, 92.00610777531934, 86.2038576498559]",3.0,False,7.75,4.425306015783918,1.6278095245361328,0.8809102258540461
0,,sub_109,2024-07-01 14:24:29,3,distance,cathedral,numerosity_judgement,1,34,6,countries_forward,"['_Togo_', '_Peru_', '_Belgium_', '_Cuba_', '_Japan_', '_Sudan_']","['f', 'f', 'f', 'f', 'm', 'm']","['p268', 'p245', 'p248', 'p284', 'p318', 'p307']","[10, 2, 8, 7, 3, 0]","[93.00003341222717, 87.57049330475357, 92.0152836843556, 91.73820004985969, 89.14911522239515, 84.40078082039426]",4.0,False,7.0,3.898717737923586,2.7357912063598633,0.914856429463171
0,,sub_109,2024-07-01 14:24:35,3,distance,cathedral,numerosity_judgement,1,35,5,countries_forward,"['_Tonga_', '_Yemen_', '_Peru_', '_Congo_', '_Oman_']","['f', 'f', 'm', 'f', 'f']","['p284', 'p245', 'p307', 'p268', 'p248']","[3, 1, 8, 5, 2]","[89.14911522239515, 86.2038576498559, 92.0152836843556, 90.34149293193902, 87.57049330475357]",4.0,False,5.8,2.7748873851023212,4.295721530914307,0.8189989785495404
0,,sub_109,2024-07-01 14:24:39,3,distance,cathedral,numerosity_judgement,1,36,3,countries_forward,"['_Togo_', '_Congo_', '_Tonga_']","['f', 'm', 'm']","['p245', 'p307', 'p256']","[1, 3, 5]","[86.2038576498559, 89.14911522239515, 90.34149293193902]",2.0,False,5.0,2.0,2.2353272438049316,0.7565543071161048
0,,sub_109,2024-07-01 14:24:42,3,distance,cathedral,numerosity_judgement,1,37,6,countries_forward,"['_Tonga_', '_Togo_', '_Cuba_', '_Yemen_', '_Japan_', '_Oman_']","['m', 'f', 'f', 'f', 'm', 'f']","['p318', 'p245', 'p268', 'p248', 'p256', 'p284']","[0, 9, 6, 7, 2, 3]","[84.40078082039426, 92.00610777531934, 91.58892582949886, 91.73820004985969, 87.57049330475357, 89.14911522239515]",3.0,False,6.5,3.391164991562634,1.8601505756378176,0.7740551583248212
0,,sub_109,2024-07-01 14:24:45,3,distance,cathedral,numerosity_judgement,1,38,2,countries_forward,"['_Oman_', '_Britain_']","['f', 'm']","['p245', 'p307']","[7, 6]","[91.73820004985969, 91.58892582949886]",2.0,True,8.5,0.7071067811865476,1.4998974800109863,0.6788105776869822
0,,sub_109,2024-07-01 14:24:50,3,distance,cathedral,numerosity_judgement,1,39,4,countries_forward,"['_Oman_', '_Cuba_', '_Britain_', '_Sudan_']","['m', 'f', 'm', 'm']","['p229', 'p268', 'p256', 'p307']","[9, 3, 6, 4]","[92.00610777531934, 89.14911522239515, 91.58892582949886, 89.31368318402099]",3.0,False,7.5,2.6457513110645907,2.803800344467163,0.7387583702190443
0,,sub_109,2024-07-01 14:24:54,3,distance,cathedral,numerosity_judgement,1,40,6,countries_forward,"['_Cuba_', '_Togo_', '_Belgium_', '_Britain_', '_Sudan_', '_Oman_']","['m', 'm', 'm', 'f', 'f', 'm']","['p229', 'p318', 'p307', 'p245', 'p268', 'p256']","[0, 4, 8, 1, 2, 10]","[84.40078082039426, 89.31368318402099, 92.0152836843556, 86.2038576498559, 87.57049330475357, 93.00003341222717]",3.0,False,6.166666666666667,4.02077936060494,2.3145911693573,0.8978095562365225
0,,sub_109,2024-07-01 14:25:00,3,distance,cathedral,numerosity_judgement,1,41,4,countries_forward,"['_Togo_', '_Syria_', '_Peru_', '_Sudan_']","['m', 'f', 'f', 'f']","['p318', 'p268', 'p245', 'p284']","[0, 6, 3, 1]","[84.40078082039426, 91.58892582949886, 89.14911522239515, 86.2038576498559]",3.0,False,4.5,2.6457513110645907,3.5476937294006348,0.9558960390421064
0,,sub_109,2024-07-01 14:25:05,3,distance,cathedral,numerosity_judgement,1,42,5,countries_forward,"['_Tonga_', '_Oman_', '_Mali_', '_Peru_', '_Belgium_']","['f', 'f', 'm', 'f', 'f']","['p245', 'p248', 'p307', 'p284', 'p268']","[1, 9, 4, 0, 2]","[86.2038576498559, 92.00610777531934, 89.31368318402099, 84.40078082039426, 87.57049330475357]",3.0,False,5.2,3.5637059362410923,3.1708083152770996,0.8125297923050732
0,,sub_109,2024-07-01 14:25:09,3,distance,cathedral,numerosity_judgement,1,43,3,countries_forward,"['_Syria_', '_Tonga_', '_Belgium_']","['f', 'm', 'f']","['p284', 'p307', 'p268']","[3, 4, 2]","[89.14911522239515, 89.31368318402099, 87.57049330475357]",2.0,False,5.0,1.0,2.6104812622070312,0.9585745091363068
0,,sub_109,2024-07-01 14:25:12,3,distance,cathedral,numerosity_judgement,1,44,2,countries_forward,"['_Oman_', '_Yemen_']","['m', 'm']","['p229', 'p256']","[3, 6]","[89.14911522239515, 91.58892582949886]",2.0,True,6.5,2.1213203435596424,1.7457680702209473,0.5410623084780388
0,,sub_109,2024-07-01 14:25:16,3,distance,cathedral,numerosity_judgement,1,45,5,countries_forward,"['_Oman_', '_Cuba_', '_Togo_', '_Yemen_', '_Congo_']","['f', 'f', 'm', 'm', 'm']","['p284', 'p268', 'p307', 'p256', 'p318']","[1, 10, 4, 3, 7]","[86.2038576498559, 93.00003341222717, 89.31368318402099, 89.14911522239515, 91.73820004985969]",4.0,False,7.0,3.5355339059327378,2.3748364448547363,0.6794347974123255
0,,sub_109,2024-07-01 14:25:20,3,distance,cathedral,numerosity_judgement,1,46,3,countries_forward,"['_Peru_', '_Sudan_', '_Mali_']","['m', 'm', 'f']","['p256', 'p229', 'p248']","[1, 5, 7]","[86.2038576498559, 90.34149293193902, 91.73820004985969]",2.0,False,6.333333333333333,3.0550504633038935,2.0623576641082764,0.9404607876517987
0,,sub_109,2024-07-01 14:25:23,3,distance,cathedral,numerosity_judgement,1,47,2,countries_forward,"['_Oman_', '_Britain_']","['m', 'm']","['p307', 'p229']","[1, 6]","[86.2038576498559, 91.58892582949886]",2.0,True,5.5,3.5355339059327378,1.42195463180542,0.8368970604925661
0,,sub_109,2024-07-01 14:25:26,3,distance,cathedral,numerosity_judgement,1,48,4,countries_forward,"['_Yemen_', '_Cuba_', '_Belgium_', '_Britain_']","['f', 'm', 'm', 'm']","['p284', 'p307', 'p229', 'p256']","[2, 3, 1, 6]","[87.57049330475357, 89.14911522239515, 86.2038576498559, 91.58892582949886]",3.0,False,5.0,2.160246899469287,1.4998960494995115,0.7878333900805811
0,,sub_109,2024-07-01 14:25:31,3,distance,cathedral,numerosity_judgement,1,49,6,countries_forward,"['_Oman_', '_Congo_', '_Belgium_', '_Yemen_', '_Tonga_', '_Togo_']","['m', 'f', 'm', 'f', 'f', 'm']","['p229', 'p245', 'p256', 'p268', 'p284', 'p307']","[2, 6, 7, 10, 4, 9]","[87.57049330475357, 91.58892582949886, 91.73820004985969, 93.00003341222717, 89.31368318402099, 92.00610777531934]",5.0,False,8.333333333333334,3.011090610836324,2.812305688858032,0.8489842242651231
0,,sub_109,2024-07-01 14:25:35,3,distance,cathedral,numerosity_judgement,1,50,3,countries_forward,"['_Tonga_', '_Cuba_', '_Togo_']","['m', 'f', 'f']","['p318', 'p248', 'p284']","[0, 2, 5]","[84.40078082039426, 87.57049330475357, 90.34149293193902]",3.0,True,4.333333333333333,2.516611478423583,1.9998621940612793,0.8912268754965385
0,,sub_109,2024-07-01 14:25:38,3,distance,cathedral,numerosity_judgement,1,51,6,countries_forward,"['_Peru_', '_Belgium_', '_Sudan_', '_Yemen_', '_Japan_', '_Mali_']","['f', 'f', 'f', 'm', 'm', 'f']","['p248', 'p284', 'p245', 'p307', 'p318', 'p268']","[7, 4, 2, 10, 9, 3]","[91.73820004985969, 89.31368318402099, 87.57049330475357, 93.00003341222717, 92.00610777531934, 89.14911522239515]",4.0,False,7.833333333333333,3.3115957885386114,1.672290563583374,0.938735671319941
0,,sub_109,2024-07-01 14:25:42,3,distance,cathedral,numerosity_judgement,1,52,4,countries_forward,"['_Congo_', '_Oman_', '_Peru_', '_Yemen_']","['m', 'm', 'f', 'f']","['p307', 'p229', 'p284', 'p248']","[3, 10, 2, 6]","[89.14911522239515, 93.00003341222717, 87.57049330475357, 91.58892582949886]",4.0,True,7.25,3.593976442141304,1.7480876445770264,0.672829417773238
0,,sub_109,2024-07-01 14:25:46,3,distance,cathedral,numerosity_judgement,1,53,2,countries_forward,"['_Congo_', '_Yemen_']","['m', 'f']","['p256', 'p245']","[8, 3]","[92.0152836843556, 89.14911522239515]",3.0,False,7.5,3.5355339059327378,2.624819040298462,0.6093632958801498
0,,sub_109,2024-07-01 14:25:50,3,distance,cathedral,numerosity_judgement,1,54,5,countries_forward,"['_Yemen_', '_Tonga_', '_Cuba_', '_Mali_', '_Belgium_']","['f', 'm', 'm', 'f', 'm']","['p245', 'p307', 'p256', 'p268', 'p229']","[6, 9, 10, 3, 1]","[91.58892582949886, 92.00610777531934, 93.00003341222717, 89.14911522239515, 86.2038576498559]",3.0,False,7.8,3.8340579025361623,1.9372987747192385,0.7308705027806152
0,,sub_109,2024-07-01 14:25:54,3,distance,cathedral,numerosity_judgement,1,55,6,countries_forward,"['_Sudan_', '_Syria_', '_Belgium_', '_Togo_', '_Tonga_', '_Peru_']","['f', 'm', 'f', 'f', 'm', 'f']","['p284', 'p307', 'p248', 'p268', 'p256', 'p245']","[6, 1, 9, 2, 8, 4]","[91.58892582949886, 86.2038576498559, 92.00610777531934, 87.57049330475357, 92.0152836843556, 89.31368318402099]",4.0,False,7.0,3.22490309931942,2.609057903289795,0.9531040744523892
0,,sub_109,2024-07-01 14:26:00,3,distance,cathedral,numerosity_judgement,1,56,5,countries_forward,"['_Cuba_', '_Peru_', '_Tonga_', '_Syria_', '_Japan_']","['f', 'f', 'm', 'm', 'm']","['p268', 'p284', 'p307', 'p256', 'p229']","[9, 4, 5, 2, 8]","[92.00610777531934, 89.31368318402099, 90.34149293193902, 87.57049330475357, 92.0152836843556]",4.0,False,7.6,2.8809720581775866,3.672698736190796,0.7941890818295313
0,,sub_109,2024-07-01 14:26:04,3,distance,cathedral,numerosity_judgement,1,57,4,countries_forward,"['_Yemen_', '_Oman_', '_Tonga_', '_Congo_']","['m', 'm', 'f', 'f']","['p256', 'p318', 'p284', 'p245']","[2, 3, 1, 8]","[87.57049330475357, 89.14911522239515, 86.2038576498559, 92.0152836843556]",3.0,False,5.5,3.1091263510296048,2.5476338863372803,0.8015435251390307
0,,sub_109,2024-07-01 14:26:09,3,distance,cathedral,numerosity_judgement,1,58,2,countries_forward,"['_Britain_', '_Tonga_']","['f', 'm']","['p268', 'p229']","[8, 1]","[92.0152836843556, 86.2038576498559]",2.0,True,6.5,4.949747468305833,3.047398567199707,0.8898535921007831
0,,sub_109,2024-07-01 14:26:12,3,distance,cathedral,numerosity_judgement,1,59,3,countries_forward,"['_Tonga_', '_Yemen_', '_Oman_']","['f', 'm', 'm']","['p268', 'p256', 'p318']","[2, 10, 7]","[87.57049330475357, 93.00003341222717, 91.73820004985969]",2.0,False,8.333333333333334,4.041451884327381,1.7491390705108645,0.717852684144819
0,,sub_109,2024-07-01 14:26:15,3,distance,cathedral,numerosity_judgement,1,60,2,countries_forward,"['_Congo_', '_Yemen_']","['m', 'f']","['p256', 'p248']","[2, 5]","[87.57049330475357, 90.34149293193902]",2.0,True,5.5,2.1213203435596424,1.999861240386963,0.6993190330268982
0,,sub_109,2024-07-01 14:26:20,3,distance,cathedral,numerosity_judgement,1,61,6,countries_forward,"['_Tonga_', '_Congo_', '_Belgium_', '_Peru_', '_Togo_', '_Japan_']","['m', 'm', 'm', 'm', 'f', 'f']","['p256', 'p307', 'p318', 'p229', 'p268', 'p245']","[7, 2, 4, 3, 6, 5]","[91.73820004985969, 87.57049330475357, 89.31368318402099, 89.14911522239515, 91.58892582949886, 90.34149293193902]",3.0,False,6.5,1.8708286933869709,2.989514112472534,0.8886732493474067
0,,sub_109,2024-07-01 14:26:24,3,distance,cathedral,numerosity_judgement,1,62,5,countries_forward,"['_Congo_', '_Yemen_', '_Peru_', '_Mali_', '_Oman_']","['m', 'm', 'f', 'm', 'f']","['p256', 'p229', 'p284', 'p318', 'p245']","[4, 6, 8, 10, 0]","[89.31368318402099, 91.58892582949886, 92.0152836843556, 93.00003341222717, 84.40078082039426]",3.0,False,7.6,3.847076812334269,2.065967321395874,0.8839518783339008
0,,sub_109,2024-07-01 14:26:29,3,distance,cathedral,numerosity_judgement,1,63,4,countries_forward,"['_Japan_', '_Cuba_', '_Togo_', '_Mali_']","['f', 'f', 'm', 'm']","['p284', 'p245', 'p307', 'p318']","[3, 10, 8, 0]","[89.14911522239515, 93.00003341222717, 92.0152836843556, 84.40078082039426]",3.0,False,7.25,4.573474244670748,3.359153985977173,0.8473612529792305
0,,sub_109,2024-07-01 14:26:33,3,distance,cathedral,numerosity_judgement,1,64,3,countries_forward,"['_Yemen_', '_Belgium_', '_Japan_']","['f', 'f', 'm']","['p248', 'p245', 'p256']","[5, 6, 1]","[90.34149293193902, 91.58892582949886, 86.2038576498559]",4.0,False,6.0,2.6457513110645907,1.7977888584136963,0.8079219157870843
0,,sub_109,2024-07-01 14:26:37,3,distance,cathedral,numerosity_judgement,1,65,4,countries_forward,"['_Yemen_', '_Britain_', '_Belgium_', '_Oman_']","['m', 'f', 'm', 'f']","['p318', 'p245', 'p229', 'p268']","[9, 6, 10, 1]","[92.00610777531934, 91.58892582949886, 93.00003341222717, 86.2038576498559]",4.0,True,8.5,4.041451884327381,2.310253620147705,0.818227215980025
