,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_110,2024-07-08 10:43:52,3,distance,cathedral,numerosity_judgement,1,10,5,countries_forward,"['_Belgium_', '_Japan_', '_Congo_', '_Tonga_', '_Peru_']","['m', 'f', 'm', 'f', 'f']","['p229', 'p248', 'p318', 'p245', 'p268']","[1, 4, 3, 7, 10]","[86.2038576498559, 89.31368318402099, 89.14911522239515, 91.73820004985969, 93.00003341222717]",4.0,False,7.0,3.5355339059327378,1.7498738765716553,0.7535694018840087
0,,sub_110,2024-07-08 10:43:55,3,distance,cathedral,numerosity_judgement,1,11,3,countries_forward,"['_Syria_', '_Mali_', '_Oman_']","['f', 'm', 'f']","['p284', 'p256', 'p268']","[2, 4, 6]","[87.57049330475357, 89.31368318402099, 91.58892582949886]",2.0,False,6.0,2.0,1.3124058246612549,0.8453750993076836
0,,sub_110,2024-07-08 10:43:58,3,distance,cathedral,numerosity_judgement,1,12,4,countries_forward,"['_Cuba_', '_Yemen_', '_Congo_', '_Oman_']","['m', 'f', 'f', 'f']","['p307', 'p268', 'p245', 'p248']","[7, 8, 4, 3]","[91.73820004985969, 92.0152836843556, 89.31368318402099, 89.14911522239515]",3.0,False,7.5,2.3804761428476167,1.8123700618743896,0.629043241402792
0,,sub_110,2024-07-08 10:44:01,3,distance,cathedral,numerosity_judgement,1,13,2,countries_forward,"['_Tonga_', '_Yemen_']","['m', 'm']","['p229', 'p307']","[3, 5]","[89.14911522239515, 90.34149293193902]",2.0,True,6.0,1.4142135623730951,1.3124349117279053,0.798354329815004
0,,sub_110,2024-07-08 10:44:05,3,distance,cathedral,numerosity_judgement,1,14,6,countries_forward,"['_Togo_', '_Oman_', '_Tonga_', '_Yemen_', '_Peru_', '_Britain_']","['f', 'f', 'f', 'f', 'm', 'm']","['p268', 'p245', 'p284', 'p248', 'p256', 'p229']","[2, 9, 1, 7, 3, 6]","[87.57049330475357, 92.00610777531934, 86.2038576498559, 91.73820004985969, 89.14911522239515, 91.58892582949886]",3.0,False,6.666666666666667,3.141125063837266,2.124847173690796,0.8367268187492907
0,,sub_110,2024-07-08 10:44:09,3,distance,cathedral,numerosity_judgement,1,15,5,countries_forward,"['_Britain_', '_Togo_', '_Tonga_', '_Belgium_', '_Congo_']","['f', 'm', 'f', 'f', 'm']","['p248', 'p256', 'p268', 'p284', 'p229']","[8, 6, 1, 7, 0]","[92.0152836843556, 91.58892582949886, 86.2038576498559, 91.73820004985969, 84.40078082039426]",4.0,False,6.4,3.6469165057620936,1.7498745918273926,0.9573033707865168
0,,sub_110,2024-07-08 10:44:13,3,distance,cathedral,numerosity_judgement,1,16,6,countries_forward,"['_Belgium_', '_Japan_', '_Britain_', '_Sudan_', '_Peru_', '_Yemen_']","['f', 'f', 'm', 'm', 'f', 'm']","['p284', 'p245', 'p229', 'p307', 'p268', 'p256']","[8, 4, 0, 6, 10, 7]","[92.0152836843556, 89.31368318402099, 84.40078082039426, 91.58892582949886, 93.00003341222717, 91.73820004985969]",4.0,False,7.833333333333333,3.488074922742725,2.2498388290405273,0.7515491998638066
0,,sub_110,2024-07-08 10:44:16,3,distance,cathedral,numerosity_judgement,1,17,2,countries_forward,"['_Mali_', '_Oman_']","['m', 'm']","['p307', 'p256']","[5, 7]","[90.34149293193902, 91.73820004985969]",2.0,True,8.0,1.4142135623730951,1.2499110698699951,0.5621949835432981
0,,sub_110,2024-07-08 10:44:19,3,distance,cathedral,numerosity_judgement,1,18,3,countries_forward,"['_Peru_', '_Togo_', '_Oman_']","['f', 'f', 'm']","['p268', 'p245', 'p229']","[3, 4, 6]","[89.14911522239515, 89.31368318402099, 91.58892582949886]",2.0,False,6.333333333333333,1.5275252316519465,1.4998924732208252,0.7581091817046873
0,,sub_110,2024-07-08 10:44:22,3,distance,cathedral,numerosity_judgement,1,19,4,countries_forward,"['_Sudan_', '_Tonga_', '_Cuba_', '_Peru_']","['f', 'm', 'f', 'm']","['p245', 'p256', 'p284', 'p229']","[10, 4, 2, 6]","[93.00003341222717, 89.31368318402099, 87.57049330475357, 91.58892582949886]",3.0,False,7.5,3.415650255319866,1.1873910427093506,0.8908409942117808
0,,sub_110,2024-07-08 10:44:26,3,distance,cathedral,numerosity_judgement,1,20,5,countries_forward,"['_Japan_', '_Cuba_', '_Mali_', '_Oman_', '_Tonga_']","['m', 'f', 'm', 'm', 'f']","['p307', 'p245', 'p229', 'p256', 'p248']","[4, 1, 6, 2, 0]","[89.31368318402099, 86.2038576498559, 91.58892582949886, 87.57049330475357, 84.40078082039426]",4.0,False,4.6,2.4083189157584592,2.2498390674591064,0.8270911360799001
0,,sub_110,2024-07-08 10:44:30,3,distance,cathedral,numerosity_judgement,1,21,3,countries_forward,"['_Tonga_', '_Oman_', '_Yemen_']","['f', 'm', 'm']","['p248', 'p318', 'p256']","[3, 0, 7]","[89.14911522239515, 84.40078082039426, 91.73820004985969]",3.0,True,5.333333333333333,3.5118845842842465,1.8124306201934814,0.682862331176938
0,,sub_110,2024-07-08 10:44:34,3,distance,cathedral,numerosity_judgement,1,22,4,countries_forward,"['_Cuba_', '_Japan_', '_Belgium_', '_Peru_']","['f', 'f', 'm', 'm']","['p268', 'p248', 'p229', 'p318']","[10, 4, 7, 9]","[93.00003341222717, 89.31368318402099, 91.73820004985969, 92.00610777531934]",5.0,False,9.5,2.6457513110645907,2.4373271465301514,0.8092271024855294
0,,sub_110,2024-07-08 10:44:40,3,distance,cathedral,numerosity_judgement,1,23,6,countries_forward,"['_Syria_', '_Tonga_', '_Congo_', '_Yemen_', '_Britain_', '_Mali_']","['f', 'f', 'f', 'm', 'm', 'm']","['p284', 'p245', 'p268', 'p318', 'p256', 'p307']","[5, 7, 6, 9, 0, 2]","[90.34149293193902, 91.73820004985969, 91.58892582949886, 92.00610777531934, 84.40078082039426, 87.57049330475357]",5.0,False,6.833333333333333,3.3115957885386114,3.6247410774230957,0.8780501645670185
0,,sub_110,2024-07-08 10:44:44,3,distance,cathedral,numerosity_judgement,1,24,2,countries_forward,"['_Britain_', '_Oman_']","['m', 'f']","['p307', 'p268']","[10, 7]","[93.00003341222717, 91.73820004985969]",2.0,True,10.5,2.1213203435596424,2.81229829788208,0.6459085234366133
0,,sub_110,2024-07-08 10:44:47,3,distance,cathedral,numerosity_judgement,1,25,3,countries_forward,"['_Yemen_', '_Oman_', '_Britain_']","['f', 'm', 'm']","['p248', 'p229', 'p307']","[10, 3, 6]","[93.00003341222717, 89.14911522239515, 91.58892582949886]",3.0,True,8.333333333333334,3.511884584284246,1.8748657703399658,0.6105209397344229
0,,sub_110,2024-07-08 10:44:51,3,distance,cathedral,numerosity_judgement,1,26,6,countries_forward,"['_Japan_', '_Togo_', '_Yemen_', '_Belgium_', '_Congo_', '_Tonga_']","['f', 'f', 'm', 'm', 'f', 'm']","['p284', 'p248', 'p307', 'p318', 'p268', 'p256']","[6, 4, 2, 10, 1, 8]","[91.58892582949886, 89.31368318402099, 87.57049330475357, 93.00003341222717, 86.2038576498559, 92.0152836843556]",4.0,False,7.166666666666667,3.488074922742725,1.7498750686645508,0.958608557484962
0,,sub_110,2024-07-08 10:44:54,3,distance,cathedral,numerosity_judgement,1,27,2,countries_forward,"['_Yemen_', '_Peru_']","['m', 'f']","['p256', 'p245']","[7, 5]","[91.73820004985969, 90.34149293193902]",3.0,False,8.0,1.4142135623730951,1.6873788833618164,0.5815457950289411
0,,sub_110,2024-07-08 10:44:58,3,distance,cathedral,numerosity_judgement,1,28,5,countries_forward,"['_Peru_', '_Sudan_', '_Cuba_', '_Mali_', '_Syria_']","['f', 'f', 'm', 'm', 'm']","['p248', 'p284', 'p318', 'p229', 'p256']","[4, 0, 10, 5, 3]","[89.31368318402099, 84.40078082039426, 93.00003341222717, 90.34149293193902, 89.14911522239515]",4.0,False,6.4,3.646916505762094,1.8123700618743896,0.8989785495403473
0,,sub_110,2024-07-08 10:45:02,3,distance,cathedral,numerosity_judgement,1,29,4,countries_forward,"['_Syria_', '_Yemen_', '_Mali_', '_Japan_']","['f', 'f', 'm', 'f']","['p268', 'p245', 'p307', 'p284']","[0, 10, 8, 4]","[84.40078082039426, 93.00003341222717, 92.0152836843556, 89.31368318402099]",4.0,True,7.5,4.43471156521669,2.374830484390259,0.9247304505731472
0,,sub_110,2024-07-08 10:45:07,3,distance,cathedral,numerosity_judgement,1,30,3,countries_forward,"['_Sudan_', '_Peru_', '_Togo_']","['f', 'f', 'f']","['p284', 'p268', 'p248']","[6, 4, 10]","[91.58892582949886, 89.31368318402099, 93.00003341222717]",5.0,False,8.666666666666666,3.055050463303893,2.874793291091919,0.9545908523436614
0,,sub_110,2024-07-08 10:45:10,3,distance,cathedral,numerosity_judgement,1,31,6,countries_forward,"['_Yemen_', '_Mali_', '_Congo_', '_Togo_', '_Peru_', '_Oman_']","['m', 'm', 'f', 'm', 'f', 'f']","['p318', 'p256', 'p284', 'p307', 'p245', 'p248']","[0, 8, 2, 7, 5, 6]","[84.40078082039426, 92.0152836843556, 87.57049330475357, 91.73820004985969, 90.34149293193902, 91.58892582949886]",5.0,False,6.666666666666667,3.0767948691238205,1.5623891353607178,0.7287141073657928
0,,sub_110,2024-07-08 10:45:14,3,distance,cathedral,numerosity_judgement,1,32,4,countries_forward,"['_Congo_', '_Oman_', '_Peru_', '_Yemen_']","['m', 'm', 'f', 'f']","['p307', 'p229', 'p284', 'p248']","[3, 10, 2, 6]","[89.14911522239515, 93.00003341222717, 87.57049330475357, 91.58892582949886]",3.0,False,7.25,3.593976442141304,1.9373607635498047,0.672829417773238
0,,sub_110,2024-07-08 10:45:18,3,distance,cathedral,numerosity_judgement,1,33,5,countries_forward,"['_Congo_', '_Cuba_', '_Togo_', '_Oman_', '_Syria_']","['f', 'm', 'm', 'f', 'f']","['p248', 'p307', 'p318', 'p284', 'p245']","[9, 2, 4, 3, 0]","[92.00610777531934, 87.57049330475357, 89.31368318402099, 89.14911522239515, 84.40078082039426]",3.0,False,5.6,3.361547262794322,2.56231689453125,0.8801498127340824
0,,sub_110,2024-07-08 10:45:21,3,distance,cathedral,numerosity_judgement,1,34,2,countries_forward,"['_Peru_', '_Britain_']","['m', 'm']","['p307', 'p256']","[4, 10]","[89.31368318402099, 93.00003341222717]",2.0,True,9.0,4.242640687119285,1.3749017715454102,0.696334127794802
0,,sub_110,2024-07-08 10:45:26,3,distance,cathedral,numerosity_judgement,1,35,5,countries_forward,"['_Togo_', '_Oman_', '_Yemen_', '_Britain_', '_Tonga_']","['f', 'm', 'm', 'f', 'm']","['p245', 'p256', 'p307', 'p248', 'p318']","[2, 6, 8, 1, 0]","[87.57049330475357, 91.58892582949886, 92.0152836843556, 86.2038576498559, 84.40078082039426]",3.0,False,5.4,3.4351128074635335,3.1872737407684326,0.7287254568153445
0,,sub_110,2024-07-08 10:45:30,3,distance,cathedral,numerosity_judgement,1,36,4,countries_forward,"['_Peru_', '_Togo_', '_Cuba_', '_Oman_']","['m', 'f', 'm', 'f']","['p256', 'p268', 'p307', 'p284']","[6, 10, 5, 2]","[91.58892582949886, 93.00003341222717, 90.34149293193902, 87.57049330475357]",4.0,True,7.75,3.304037933599835,1.6248865127563477,0.6809669731018045
0,,sub_110,2024-07-08 10:45:34,3,distance,cathedral,numerosity_judgement,1,37,6,countries_forward,"['_Syria_', '_Cuba_', '_Sudan_', '_Togo_', '_Yemen_', '_Oman_']","['m', 'f', 'm', 'm', 'f', 'f']","['p307', 'p268', 'p229', 'p256', 'p245', 'p248']","[6, 8, 4, 2, 3, 1]","[91.58892582949886, 92.0152836843556, 89.31368318402099, 87.57049330475357, 89.14911522239515, 86.2038576498559]",5.0,False,6.0,2.6076809620810595,2.624809980392456,0.8715128816252412
0,,sub_110,2024-07-08 10:45:37,3,distance,cathedral,numerosity_judgement,1,38,2,countries_forward,"['_Yemen_', '_Congo_']","['f', 'm']","['p245', 'p307']","[7, 6]","[91.73820004985969, 91.58892582949886]",2.0,True,8.5,0.7071067811865476,1.1249182224273682,0.7425377369197594
0,,sub_110,2024-07-08 10:45:40,3,distance,cathedral,numerosity_judgement,1,39,3,countries_forward,"['_Congo_', '_Sudan_', '_Japan_']","['m', 'f', 'm']","['p256', 'p284', 'p307']","[4, 0, 6]","[89.31368318402099, 84.40078082039426, 91.58892582949886]",3.0,True,5.333333333333333,3.0550504633038935,1.1249189376831055,0.8650436953807741
0,,sub_110,2024-07-08 10:45:43,3,distance,cathedral,numerosity_judgement,1,40,6,countries_forward,"['_Syria_', '_Togo_', '_Peru_', '_Cuba_', '_Oman_', '_Yemen_']","['f', 'm', 'f', 'm', 'f', 'm']","['p248', 'p307', 'p268', 'p229', 'p245', 'p256']","[4, 2, 10, 0, 5, 8]","[89.31368318402099, 87.57049330475357, 93.00003341222717, 84.40078082039426, 90.34149293193902, 92.0152836843556]",4.0,False,6.833333333333333,3.7103458958251676,1.499952793121338,0.8222789694699807
0,,sub_110,2024-07-08 10:45:47,3,distance,cathedral,numerosity_judgement,1,41,3,countries_forward,"['_Belgium_', '_Peru_', '_Sudan_']","['f', 'm', 'f']","['p245', 'p229', 'p268']","[5, 3, 1]","[90.34149293193902, 89.14911522239515, 86.2038576498559]",4.0,False,5.0,2.0,2.1248247623443604,0.9394960844399046
0,,sub_110,2024-07-08 10:45:52,3,distance,cathedral,numerosity_judgement,1,42,2,countries_forward,"['_Togo_', '_Oman_']","['m', 'f']","['p229', 'p268']","[9, 7]","[92.00610777531934, 91.73820004985969]",4.0,False,10.0,1.4142135623730951,3.312262773513794,0.8241062308478039
0,,sub_110,2024-07-08 10:45:56,3,distance,cathedral,numerosity_judgement,1,43,4,countries_forward,"['_Tonga_', '_Japan_', '_Congo_', '_Britain_']","['f', 'm', 'm', 'm']","['p268', 'p318', 'p307', 'p256']","[6, 9, 1, 7]","[91.58892582949886, 92.00610777531934, 86.2038576498559, 91.73820004985969]",5.0,False,7.75,3.4034296427770228,1.9373610019683838,0.8775167404380888
0,,sub_110,2024-07-08 10:45:59,3,distance,cathedral,numerosity_judgement,1,44,5,countries_forward,"['_Syria_', '_Cuba_', '_Togo_', '_Tonga_', '_Oman_']","['f', 'f', 'm', 'f', 'm']","['p248', 'p268', 'p318', 'p245', 'p229']","[0, 3, 4, 6, 10]","[84.40078082039426, 89.14911522239515, 89.31368318402099, 91.58892582949886, 93.00003341222717]",3.0,False,6.6,3.714835124201342,1.8748629093170166,0.696220633299285
0,,sub_110,2024-07-08 10:46:03,3,distance,cathedral,numerosity_judgement,1,45,6,countries_forward,"['_Tonga_', '_Congo_', '_Mali_', '_Yemen_', '_Belgium_', '_Syria_']","['m', 'm', 'f', 'm', 'f', 'm']","['p256', 'p307', 'p245', 'p318', 'p268', 'p229']","[9, 10, 4, 7, 5, 1]","[92.00610777531934, 93.00003341222717, 89.31368318402099, 91.73820004985969, 90.34149293193902, 86.2038576498559]",5.0,False,8.0,3.3466401061363023,1.4998929500579834,0.8432073544433095
0,,sub_110,2024-07-08 10:46:07,3,distance,cathedral,numerosity_judgement,1,46,2,countries_forward,"['_Cuba_', '_Peru_']","['m', 'm']","['p229', 'p256']","[3, 1]","[89.14911522239515, 86.2038576498559]",4.0,False,4.0,1.4142135623730951,2.062351942062378,0.768936556577006
0,,sub_110,2024-07-08 10:46:10,3,distance,cathedral,numerosity_judgement,1,47,3,countries_forward,"['_Cuba_', '_Oman_', '_Togo_']","['m', 'm', 'f']","['p307', 'p229', 'p284']","[5, 6, 1]","[90.34149293193902, 91.58892582949886, 86.2038576498559]",3.0,True,6.0,2.6457513110645907,1.562387466430664,0.7289864941550335
0,,sub_110,2024-07-08 10:46:14,3,distance,cathedral,numerosity_judgement,1,48,4,countries_forward,"['_Tonga_', '_Belgium_', '_Congo_', '_Peru_']","['f', 'm', 'm', 'f']","['p245', 'p256', 'p318', 'p248']","[4, 10, 0, 2]","[89.31368318402099, 93.00003341222717, 84.40078082039426, 87.57049330475357]",4.0,True,6.0,4.320493798938574,2.562317132949829,0.7873567131994098
0,,sub_110,2024-07-08 10:46:18,3,distance,cathedral,numerosity_judgement,1,49,5,countries_forward,"['_Syria_', '_Britain_', '_Yemen_', '_Cuba_', '_Togo_']","['m', 'm', 'f', 'f', 'm']","['p318', 'p307', 'p248', 'p268', 'p256']","[7, 3, 9, 4, 2]","[91.73820004985969, 89.14911522239515, 92.00610777531934, 89.31368318402099, 87.57049330475357]",5.0,True,7.0,2.9154759474226504,2.312333822250366,0.8376688230620815
0,,sub_110,2024-07-08 10:46:22,3,distance,cathedral,numerosity_judgement,1,50,4,countries_forward,"['_Britain_', '_Oman_', '_Cuba_', '_Yemen_']","['m', 'f', 'm', 'm']","['p256', 'p284', 'p229', 'p307']","[3, 1, 4, 7]","[89.14911522239515, 86.2038576498559, 89.31368318402099, 91.73820004985969]",3.0,False,5.75,2.5,2.2498393058776855,0.7457269322437862
0,,sub_110,2024-07-08 10:46:26,3,distance,cathedral,numerosity_judgement,1,51,3,countries_forward,"['_Oman_', '_Mali_', '_Togo_']","['f', 'm', 'f']","['p245', 'p307', 'p268']","[2, 1, 10]","[87.57049330475357, 86.2038576498559, 93.00003341222717]",4.0,False,6.333333333333333,4.932882862316247,1.8748655319213867,0.8121666099194189
0,,sub_110,2024-07-08 10:46:31,3,distance,cathedral,numerosity_judgement,1,52,6,countries_forward,"['_Tonga_', '_Mali_', '_Peru_', '_Oman_', '_Cuba_', '_Japan_']","['m', 'm', 'f', 'f', 'f', 'f']","['p229', 'p307', 'p268', 'p284', 'p248', 'p245']","[8, 4, 3, 7, 10, 2]","[92.0152836843556, 89.31368318402099, 89.14911522239515, 91.73820004985969, 93.00003341222717, 87.57049330475357]",5.0,False,7.666666666666667,3.141125063837266,2.8122992515563965,0.7804108500737714
0,,sub_110,2024-07-08 10:46:34,3,distance,cathedral,numerosity_judgement,1,53,5,countries_forward,"['_Cuba_', '_Yemen_', '_Britain_', '_Belgium_', '_Japan_']","['m', 'f', 'm', 'f', 'f']","['p256', 'p284', 'p318', 'p248', 'p245']","[0, 4, 5, 9, 8]","[84.40078082039426, 89.31368318402099, 90.34149293193902, 92.00610777531934, 92.0152836843556]",6.0,False,7.2,3.5637059362410923,1.6873791217803955,0.9236863012143912
0,,sub_110,2024-07-08 10:46:38,3,distance,cathedral,numerosity_judgement,1,54,2,countries_forward,"['_Syria_', '_Japan_']","['f', 'm']","['p284', 'p307']","[8, 0]","[92.0152836843556, 84.40078082039426]",3.0,False,6.0,5.656854249492381,2.187342882156372,0.951458404267393
0,,sub_110,2024-07-08 10:46:41,3,distance,cathedral,numerosity_judgement,1,55,3,countries_forward,"['_Togo_', '_Sudan_', '_Oman_']","['f', 'f', 'm']","['p268', 'p245', 'p318']","[10, 4, 0]","[93.00003341222717, 89.31368318402099, 84.40078082039426]",4.0,False,6.666666666666667,5.033222956847167,1.1873528957366943,0.912915673589831
0,,sub_110,2024-07-08 10:46:44,3,distance,cathedral,numerosity_judgement,1,56,6,countries_forward,"['_Togo_', '_Cuba_', '_Britain_', '_Yemen_', '_Peru_', '_Mali_']","['m', 'f', 'f', 'm', 'm', 'm']","['p229', 'p268', 'p248', 'p256', 'p318', 'p307']","[0, 3, 7, 5, 10, 4]","[84.40078082039426, 89.14911522239515, 91.73820004985969, 90.34149293193902, 93.00003341222717, 89.31368318402099]",5.0,False,6.833333333333333,3.4302575219167823,1.3124330043792725,0.7446146861877199
0,,sub_110,2024-07-08 10:46:47,3,distance,cathedral,numerosity_judgement,1,57,2,countries_forward,"['_Congo_', '_Britain_']","['f', 'f']","['p248', 'p268']","[7, 1]","[91.73820004985969, 86.2038576498559]",3.0,False,6.0,4.242640687119285,1.5623867511749268,0.8404607876517989
0,,sub_110,2024-07-08 10:46:50,3,distance,cathedral,numerosity_judgement,1,58,5,countries_forward,"['_Oman_', '_Belgium_', '_Congo_', '_Tonga_', '_Sudan_']","['m', 'm', 'f', 'f', 'f']","['p307', 'p256', 'p248', 'p268', 'p284']","[9, 6, 10, 8, 7]","[92.00610777531934, 91.58892582949886, 93.00003341222717, 92.0152836843556, 91.73820004985969]",6.0,False,10.0,1.5811388300841898,1.4998929500579834,0.8675973215299058
0,,sub_110,2024-07-08 10:46:54,3,distance,cathedral,numerosity_judgement,1,59,4,countries_forward,"['_Togo_', '_Syria_', '_Belgium_', '_Mali_']","['m', 'f', 'f', 'm']","['p256', 'p268', 'p248', 'p229']","[3, 7, 4, 2]","[89.14911522239515, 91.73820004985969, 89.31368318402099, 87.57049330475357]",5.0,False,6.0,2.160246899469287,2.4373252391815186,0.9558279423447964
0,,sub_110,2024-07-08 10:46:58,3,distance,cathedral,numerosity_judgement,1,60,5,countries_forward,"['_Togo_', '_Japan_', '_Sudan_', '_Syria_', '_Mali_']","['f', 'f', 'f', 'f', 'm']","['p284', 'p245', 'p268', 'p248', 'p229']","[5, 0, 6, 9, 3]","[90.34149293193902, 84.40078082039426, 91.58892582949886, 92.00610777531934, 89.14911522239515]",4.0,False,6.6,3.361547262794322,1.8123695850372314,0.9349790035183294
0,,sub_110,2024-07-08 10:47:02,3,distance,cathedral,numerosity_judgement,1,61,3,countries_forward,"['_Peru_', '_Syria_', '_Cuba_']","['m', 'f', 'f']","['p318', 'p268', 'p284']","[6, 5, 0]","[91.58892582949886, 90.34149293193902, 84.40078082039426]",3.0,True,5.666666666666667,3.2145502536643185,2.124847412109375,0.8889342866870956
0,,sub_110,2024-07-08 10:47:05,3,distance,cathedral,numerosity_judgement,1,62,6,countries_forward,"['_Tonga_', '_Sudan_', '_Britain_', '_Peru_', '_Yemen_', '_Belgium_']","['m', 'm', 'f', 'f', 'f', 'f']","['p318', 'p229', 'p248', 'p284', 'p268', 'p245']","[8, 7, 4, 1, 10, 2]","[92.0152836843556, 91.73820004985969, 89.31368318402099, 86.2038576498559, 93.00003341222717, 87.57049330475357]",4.0,False,7.333333333333333,3.559026084010437,1.1874146461486816,0.937385086823289
0,,sub_110,2024-07-08 10:47:09,3,distance,cathedral,numerosity_judgement,1,63,4,countries_forward,"['_Sudan_', '_Oman_', '_Tonga_', '_Peru_']","['m', 'm', 'f', 'm']","['p307', 'p256', 'p248', 'p318']","[1, 2, 7, 8]","[86.2038576498559, 87.57049330475357, 91.73820004985969, 92.0152836843556]",5.0,False,6.5,3.5118845842842465,1.6248843669891357,0.8494836000453978
0,,sub_110,2024-07-08 10:47:12,3,distance,cathedral,numerosity_judgement,1,64,2,countries_forward,"['_Syria_', '_Mali_']","['f', 'f']","['p268', 'p284']","[7, 5]","[91.73820004985969, 90.34149293193902]",3.0,False,8.0,1.4142135623730951,1.8748652935028076,0.9480422199523324
0,,sub_110,2024-07-08 10:47:16,3,distance,cathedral,numerosity_judgement,1,65,3,countries_forward,"['_Peru_', '_Britain_', '_Yemen_']","['f', 'm', 'm']","['p245', 'p256', 'p307']","[5, 1, 8]","[90.34149293193902, 86.2038576498559, 92.0152836843556]",3.0,True,6.666666666666667,3.5118845842842465,2.312380313873291,0.6509136306889116
